user,tweets,labels,follows,cleaned,cleaned_transform,bigram,trigram
user31,b'Deep down I know I don\xe2\x80\x99t exist but I\xe2\x80\x99m too afraid to admit it.',0,following35,deep know exist afraid admit,deep down i know i don exist but i too afraid to admit it,"[('deep', 'know'), ('know', 'exist'), ('exist', 'afraid'), ('afraid', 'admit')]","[('deep', 'know', 'exist'), ('know', 'exist', 'afraid'), ('exist', 'afraid', 'admit')]"
user31,b'Children should be seen and not herded up like animals.',1,following35,child seen herded like animal,children should be seen and not herded up like animals,"[('child', 'seen'), ('seen', 'herded'), ('herded', 'like'), ('like', 'animal')]","[('child', 'seen', 'herded'), ('seen', 'herded', 'like'), ('herded', 'like', 'animal')]"
user31,b'I GOT A NEW PUPPY! Her name is Rosie and she\xe2\x80\x99s a Maltipoo and she\xe2\x80\x99s the sweetest thing ever! All dogs go to heaven\xe2\x80\xa6 https://t.co/93fjyG59xd',1,following35,got new puppy name rosie maltipoo sweetest thing ever dog go heaven,i got a new puppy her name is rosie and she a maltipoo and she the sweetest thing ever all dogs go to heaven,"[('got', 'new'), ('new', 'puppy'), ('puppy', 'name'), ('name', 'rosie'), ('rosie', 'maltipoo'), ('maltipoo', 'sweetest'), ('sweetest', 'thing'), ('thing', 'ever'), ('ever', 'dog'), ('dog', 'go'), ('go', 'heaven')]","[('got', 'new', 'puppy'), ('new', 'puppy', 'name'), ('puppy', 'name', 'rosie'), ('name', 'rosie', 'maltipoo'), ('rosie', 'maltipoo', 'sweetest'), ('maltipoo', 'sweetest', 'thing'), ('sweetest', 'thing', 'ever'), ('thing', 'ever', 'dog'), ('ever', 'dog', 'go'), ('dog', 'go', 'heaven')]"
user31,b'Donald Trump deserves to be reunited with his parents.',1,following35,donald trump deserves reunited parent,donald trump deserves to be reunited with his parents,"[('donald', 'trump'), ('trump', 'deserves'), ('deserves', 'reunited'), ('reunited', 'parent')]","[('donald', 'trump', 'deserves'), ('trump', 'deserves', 'reunited'), ('deserves', 'reunited', 'parent')]"
user31,"b'The less you know, the more you think you do.'",1,following35,less know think,the less you know the more you think you do,"[('less', 'know'), ('know', 'think')]","[('less', 'know', 'think')]"
user31,b'I suck at My job. https://t.co/DxY0IcZmGa',0,following35,suck job,i suck at my job,"[('suck', 'job')]",[]
user31,"b""If you can't get along with Canada you're not human.""",1,following35,cant get along canada youre human,if you cant get along with canada youre not human,"[('cant', 'get'), ('get', 'along'), ('along', 'canada'), ('canada', 'youre'), ('youre', 'human')]","[('cant', 'get', 'along'), ('get', 'along', 'canada'), ('along', 'canada', 'youre'), ('canada', 'youre', 'human')]"
user31,"b""Don't worry. There's a place in hell for EVERYBODY.""",0,following35,dont worry there place hell everybody,dont worry theres a place in hell for everybody,"[('dont', 'worry'), ('worry', 'there'), ('there', 'place'), ('place', 'hell'), ('hell', 'everybody')]","[('dont', 'worry', 'there'), ('worry', 'there', 'place'), ('there', 'place', 'hell'), ('place', 'hell', 'everybody')]"
user31,"b""I should do something, but I won't, because I never do.""",0,following35,something wont never,i should do something but i wont because i never do,"[('something', 'wont'), ('wont', 'never')]","[('something', 'wont', 'never')]"
user31,"b""I'm bored. Thinking about fucking some shit up.""",1,following35,im bored thinking fucking shit,im bored thinking about fucking some shit up,"[('im', 'bored'), ('bored', 'thinking'), ('thinking', 'fucking'), ('fucking', 'shit')]","[('im', 'bored', 'thinking'), ('bored', 'thinking', 'fucking'), ('thinking', 'fucking', 'shit')]"
user31,b'Never before have so many people prayed for a single heart attack.',1,following35,never many people prayed single heart attack,never before have so many people prayed for a single heart attack,"[('never', 'many'), ('many', 'people'), ('people', 'prayed'), ('prayed', 'single'), ('single', 'heart'), ('heart', 'attack')]","[('never', 'many', 'people'), ('many', 'people', 'prayed'), ('people', 'prayed', 'single'), ('prayed', 'single', 'heart'), ('single', 'heart', 'attack')]"
user31,"b""Here's three big fake boobs. https://t.co/IbPNqu3UxC""",1,following35,here three big fake boob,heres three big fake boobs,"[('here', 'three'), ('three', 'big'), ('big', 'fake'), ('fake', 'boob')]","[('here', 'three', 'big'), ('three', 'big', 'fake'), ('big', 'fake', 'boob')]"
user31,b'I was on Ambien when I created mankind.',0,following35,ambien created mankind,i was on ambien when i created mankind,"[('ambien', 'created'), ('created', 'mankind')]","[('ambien', 'created', 'mankind')]"
user31,"b'Man, televangelists do NOT get sarcasm.\n https://t.co/2c1h6rCr3c via @usatoday'",0,following35,man televangelist get sarcasm via,man televangelists do not get sarcasm via,"[('man', 'televangelist'), ('televangelist', 'get'), ('get', 'sarcasm'), ('sarcasm', 'via')]","[('man', 'televangelist', 'get'), ('televangelist', 'get', 'sarcasm'), ('get', 'sarcasm', 'via')]"
user31,"b""This is not the first time I've said this, but it continues to be applicable:\n\nFuck you, asshole. https://t.co/c4H7lKMHay""",1,following35,first time ive said continues applicable asshole,this is not the first time ive said this but it continues to be applicable you asshole,"[('first', 'time'), ('time', 'ive'), ('ive', 'said'), ('said', 'continues'), ('continues', 'applicable'), ('applicable', 'asshole')]","[('first', 'time', 'ive'), ('time', 'ive', 'said'), ('ive', 'said', 'continues'), ('said', 'continues', 'applicable'), ('continues', 'applicable', 'asshole')]"
user31,b'RT @TheTweetOfGod: Only he who has walked through the deepest valley knows how other valleys of lesser depth are relatively more walk-throu\xe2\x80\xa6',1,following35,walked deepest valley know valley lesser depth relatively walkthrou,only he who has walked through the deepest valley knows how other valleys of lesser depth are relatively more walkthrou,"[('walked', 'deepest'), ('deepest', 'valley'), ('valley', 'know'), ('know', 'valley'), ('valley', 'lesser'), ('lesser', 'depth'), ('depth', 'relatively'), ('relatively', 'walkthrou')]","[('walked', 'deepest', 'valley'), ('deepest', 'valley', 'know'), ('valley', 'know', 'valley'), ('know', 'valley', 'lesser'), ('valley', 'lesser', 'depth'), ('lesser', 'depth', 'relatively'), ('depth', 'relatively', 'walkthrou')]"
user31,b'Wrong. Most of them turn out stupid. https://t.co/1xUO4ej1oA',1,following35,wrong turn stupid,wrong most of them turn out stupid,"[('wrong', 'turn'), ('turn', 'stupid')]","[('wrong', 'turn', 'stupid')]"
user31,"b""The #sinkhole isn't from Me. It's from Satan. It's his way of telling Trump the contract is expiring.""",0,following35,sinkhole isnt satan way telling trump contract expiring,the sinkhole isnt from me its from satan its his way of telling trump the contract is expiring,"[('sinkhole', 'isnt'), ('isnt', 'satan'), ('satan', 'way'), ('way', 'telling'), ('telling', 'trump'), ('trump', 'contract'), ('contract', 'expiring')]","[('sinkhole', 'isnt', 'satan'), ('isnt', 'satan', 'way'), ('satan', 'way', 'telling'), ('way', 'telling', 'trump'), ('telling', 'trump', 'contract'), ('trump', 'contract', 'expiring')]"
user31,"b""Retweet this and you'll go to heaven. (Yes, the standards are now that low.)""",0,following35,retweet youll go heaven yes standard low,retweet this and youll go to heaven yes the standards are now that low,"[('retweet', 'youll'), ('youll', 'go'), ('go', 'heaven'), ('heaven', 'yes'), ('yes', 'standard'), ('standard', 'low')]","[('retweet', 'youll', 'go'), ('youll', 'go', 'heaven'), ('go', 'heaven', 'yes'), ('heaven', 'yes', 'standard'), ('yes', 'standard', 'low')]"
user31,b'I have a plan for your life. In most cases that plan involves suffering and unhappiness.',0,following35,plan life case plan involves suffering unhappiness,i have a plan for your life in most cases that plan involves suffering and unhappiness,"[('plan', 'life'), ('life', 'case'), ('case', 'plan'), ('plan', 'involves'), ('involves', 'suffering'), ('suffering', 'unhappiness')]","[('plan', 'life', 'case'), ('life', 'case', 'plan'), ('case', 'plan', 'involves'), ('plan', 'involves', 'suffering'), ('involves', 'suffering', 'unhappiness')]"
user31,b'Fuck you anonymous asshole. https://t.co/fkFBTcvMXU',1,following35,fuck anonymous asshole,fuck you anonymous asshole,"[('fuck', 'anonymous'), ('anonymous', 'asshole')]","[('fuck', 'anonymous', 'asshole')]"
user31,"b""I'm sick and tired of saving the Queen. #RoyalWedding""",1,following35,im sick tired saving queen royalwedding,im sick and tired of saving the queen royalwedding,"[('im', 'sick'), ('sick', 'tired'), ('tired', 'saving'), ('saving', 'queen'), ('queen', 'royalwedding')]","[('im', 'sick', 'tired'), ('sick', 'tired', 'saving'), ('tired', 'saving', 'queen'), ('saving', 'queen', 'royalwedding')]"
user31,b'American society is insane. That is not a metaphor. That is the literal truth.',1,following35,american society insane metaphor literal truth,american society is insane that is not a metaphor that is the literal truth,"[('american', 'society'), ('society', 'insane'), ('insane', 'metaphor'), ('metaphor', 'literal'), ('literal', 'truth')]","[('american', 'society', 'insane'), ('society', 'insane', 'metaphor'), ('insane', 'metaphor', 'literal'), ('metaphor', 'literal', 'truth')]"
user31,b'Fuck you asshole. https://t.co/1P5iwFGTLq',1,following35,fuck asshole,fuck you asshole,"[('fuck', 'asshole')]",[]
user31,b'\xe2\x80\x9c52 Palestinians\xe2\x80\x9d rolls off the journalistic tongue in a way \xe2\x80\x9c52 human beings\xe2\x80\x9d just doesn\xe2\x80\x99t.',1,following35,palestinian roll journalistic tongue way human being,palestinians rolls off the journalistic tongue in a way human beings just doesn,"[('palestinian', 'roll'), ('roll', 'journalistic'), ('journalistic', 'tongue'), ('tongue', 'way'), ('way', 'human'), ('human', 'being')]","[('palestinian', 'roll', 'journalistic'), ('roll', 'journalistic', 'tongue'), ('journalistic', 'tongue', 'way'), ('tongue', 'way', 'human'), ('way', 'human', 'being')]"
user31,"b'Do not believe in Me and I will never, ever let you down.'",0,following35,believe never ever let,do not believe in me and i will never ever let you down,"[('believe', 'never'), ('never', 'ever'), ('ever', 'let')]","[('believe', 'never', 'ever'), ('never', 'ever', 'let')]"
user31,b'#Eurovision always makes Me feel like I made one continent too many.',0,following35,eurovision always make feel like made one continent many,eurovision always makes me feel like i made one continent too many,"[('eurovision', 'always'), ('always', 'make'), ('make', 'feel'), ('feel', 'like'), ('like', 'made'), ('made', 'one'), ('one', 'continent'), ('continent', 'many')]","[('eurovision', 'always', 'make'), ('always', 'make', 'feel'), ('make', 'feel', 'like'), ('feel', 'like', 'made'), ('like', 'made', 'one'), ('made', 'one', 'continent'), ('one', 'continent', 'many')]"
user31,b'I will be eligible to be a god in India as soon as I get my Aadhaar card.',0,following35,eligible god india soon get aadhaar card,i will be eligible to be a god in india as soon as i get my aadhaar card,"[('eligible', 'god'), ('god', 'india'), ('india', 'soon'), ('soon', 'get'), ('get', 'aadhaar'), ('aadhaar', 'card')]","[('eligible', 'god', 'india'), ('god', 'india', 'soon'), ('india', 'soon', 'get'), ('soon', 'get', 'aadhaar'), ('get', 'aadhaar', 'card')]"
user31,b'I am now both the biggest unverified account on Twitter and the biggest unverified entity in the universe.',0,following35,biggest unverified account twitter biggest unverified entity universe,i am now both the biggest unverified account on twitter and the biggest unverified entity in the universe,"[('biggest', 'unverified'), ('unverified', 'account'), ('account', 'twitter'), ('twitter', 'biggest'), ('biggest', 'unverified'), ('unverified', 'entity'), ('entity', 'universe')]","[('biggest', 'unverified', 'account'), ('unverified', 'account', 'twitter'), ('account', 'twitter', 'biggest'), ('twitter', 'biggest', 'unverified'), ('biggest', 'unverified', 'entity'), ('unverified', 'entity', 'universe')]"
user31,b'At this point the US should just withdraw from Earth.',1,following35,point u withdraw earth,at this point the us should just withdraw from earth,"[('point', 'u'), ('u', 'withdraw'), ('withdraw', 'earth')]","[('point', 'u', 'withdraw'), ('u', 'withdraw', 'earth')]"
user31,b'Retweet this in the next half-hour for a free admission to heaven and 25% discount at Olive Garden.',0,following35,retweet next halfhour free admission heaven 25 discount olive garden,retweet this in the next halfhour for a free admission to heaven and 25 discount at olive garden,"[('retweet', 'next'), ('next', 'halfhour'), ('halfhour', 'free'), ('free', 'admission'), ('admission', 'heaven'), ('heaven', '25'), ('25', 'discount'), ('discount', 'olive'), ('olive', 'garden')]","[('retweet', 'next', 'halfhour'), ('next', 'halfhour', 'free'), ('halfhour', 'free', 'admission'), ('free', 'admission', 'heaven'), ('admission', 'heaven', '25'), ('heaven', '25', 'discount'), ('25', 'discount', 'olive'), ('discount', 'olive', 'garden')]"
user31,"b""The kind of people who believe they'll spend eternity with Me are not the kind of people I want to spend eternity with.""",0,following35,kind people believe theyll spend eternity kind people want spend eternity,the kind of people who believe theyll spend eternity with me are not the kind of people i want to spend eternity with,"[('kind', 'people'), ('people', 'believe'), ('believe', 'theyll'), ('theyll', 'spend'), ('spend', 'eternity'), ('eternity', 'kind'), ('kind', 'people'), ('people', 'want'), ('want', 'spend'), ('spend', 'eternity')]","[('kind', 'people', 'believe'), ('people', 'believe', 'theyll'), ('believe', 'theyll', 'spend'), ('theyll', 'spend', 'eternity'), ('spend', 'eternity', 'kind'), ('eternity', 'kind', 'people'), ('kind', 'people', 'want'), ('people', 'want', 'spend'), ('want', 'spend', 'eternity')]"
user31,"b'Gee, if only I had made My position on adultery explicitly clear...\nAll kidding aside, you eat shit and you die, Fr\xe2\x80\xa6 https://t.co/dw2v81v4nq'",1,following35,gee made position adultery explicitly clear kidding aside eat shit die fr,gee if only i had made my position on adultery explicitly clear kidding aside you eat shit and you die fr,"[('gee', 'made'), ('made', 'position'), ('position', 'adultery'), ('adultery', 'explicitly'), ('explicitly', 'clear'), ('clear', 'kidding'), ('kidding', 'aside'), ('aside', 'eat'), ('eat', 'shit'), ('shit', 'die'), ('die', 'fr')]","[('gee', 'made', 'position'), ('made', 'position', 'adultery'), ('position', 'adultery', 'explicitly'), ('adultery', 'explicitly', 'clear'), ('explicitly', 'clear', 'kidding'), ('clear', 'kidding', 'aside'), ('kidding', 'aside', 'eat'), ('aside', 'eat', 'shit'), ('eat', 'shit', 'die'), ('shit', 'die', 'fr')]"
user31,b'#StarWarsDay always reminds Me of the time I told Jesus I was his father and he had the same reaction Luke did.',0,following35,starwarsday always reminds time told jesus father reaction luke,starwarsday always reminds me of the time i told jesus i was his father and he had the same reaction luke did,"[('starwarsday', 'always'), ('always', 'reminds'), ('reminds', 'time'), ('time', 'told'), ('told', 'jesus'), ('jesus', 'father'), ('father', 'reaction'), ('reaction', 'luke')]","[('starwarsday', 'always', 'reminds'), ('always', 'reminds', 'time'), ('reminds', 'time', 'told'), ('time', 'told', 'jesus'), ('told', 'jesus', 'father'), ('jesus', 'father', 'reaction'), ('father', 'reaction', 'luke')]"
user31,b'You are an asshole. This is the basis of all morality.',1,following35,asshole basis morality,you are an asshole this is the basis of all morality,"[('asshole', 'basis'), ('basis', 'morality')]","[('asshole', 'basis', 'morality')]"
user31,"b""MARCO, god of losers, who likes you? Puny MARCO, your hypocrisy surrounds you. You're ruled by the raging gun lobby\xe2\x80\xa6 https://t.co/lMW0yh8s7U""",0,following35,marco god loser like puny marco hypocrisy surround youre ruled raging gun lobby,marco god of losers who likes you puny marco your hypocrisy surrounds you youre ruled by the raging gun lobby,"[('marco', 'god'), ('god', 'loser'), ('loser', 'like'), ('like', 'puny'), ('puny', 'marco'), ('marco', 'hypocrisy'), ('hypocrisy', 'surround'), ('surround', 'youre'), ('youre', 'ruled'), ('ruled', 'raging'), ('raging', 'gun'), ('gun', 'lobby')]","[('marco', 'god', 'loser'), ('god', 'loser', 'like'), ('loser', 'like', 'puny'), ('like', 'puny', 'marco'), ('puny', 'marco', 'hypocrisy'), ('marco', 'hypocrisy', 'surround'), ('hypocrisy', 'surround', 'youre'), ('surround', 'youre', 'ruled'), ('youre', 'ruled', 'raging'), ('ruled', 'raging', 'gun'), ('raging', 'gun', 'lobby')]"
user31,b'Only one species on Earth is so arrogantly alienated from its ecosystem it has to set aside a day just to reluctant\xe2\x80\xa6 https://t.co/Smajh1jcJC',1,following35,one specie earth arrogantly alienated ecosystem set aside day reluctant,only one species on earth is so arrogantly alienated from its ecosystem it has to set aside a day just to reluctant,"[('one', 'specie'), ('specie', 'earth'), ('earth', 'arrogantly'), ('arrogantly', 'alienated'), ('alienated', 'ecosystem'), ('ecosystem', 'set'), ('set', 'aside'), ('aside', 'day'), ('day', 'reluctant')]","[('one', 'specie', 'earth'), ('specie', 'earth', 'arrogantly'), ('earth', 'arrogantly', 'alienated'), ('arrogantly', 'alienated', 'ecosystem'), ('alienated', 'ecosystem', 'set'), ('ecosystem', 'set', 'aside'), ('set', 'aside', 'day'), ('aside', 'day', 'reluctant')]"
user31,b'The Marvel Universe is way cooler than mine.',0,following35,marvel universe way cooler mine,the marvel universe is way cooler than mine,"[('marvel', 'universe'), ('universe', 'way'), ('way', 'cooler'), ('cooler', 'mine')]","[('marvel', 'universe', 'way'), ('universe', 'way', 'cooler'), ('way', 'cooler', 'mine')]"
user31,b'All of you\xe2\x80\x99d be better off if most of you would die.',1,following35,better would die,all of you be better off if most of you would die,"[('better', 'would'), ('would', 'die')]","[('better', 'would', 'die')]"
user31,b'Reality was a bad idea.',1,following35,reality bad idea,reality was a bad idea,"[('reality', 'bad'), ('bad', 'idea')]","[('reality', 'bad', 'idea')]"
user31,"b""If you don't love Me at My Old Testamentest you don't deserve Me at My New Testamentest.""",0,following35,dont love old testamentest dont deserve new testamentest,if you dont love me at my old testamentest you dont deserve me at my new testamentest,"[('dont', 'love'), ('love', 'old'), ('old', 'testamentest'), ('testamentest', 'dont'), ('dont', 'deserve'), ('deserve', 'new'), ('new', 'testamentest')]","[('dont', 'love', 'old'), ('love', 'old', 'testamentest'), ('old', 'testamentest', 'dont'), ('testamentest', 'dont', 'deserve'), ('dont', 'deserve', 'new'), ('deserve', 'new', 'testamentest')]"
user31,b'Do unto others as others would do unto you if they weren\xe2\x80\x99t so fucking mean and stupid.',1,following35,unto others others would unto fucking mean stupid,do unto others as others would do unto you if they weren so fucking mean and stupid,"[('unto', 'others'), ('others', 'others'), ('others', 'would'), ('would', 'unto'), ('unto', 'fucking'), ('fucking', 'mean'), ('mean', 'stupid')]","[('unto', 'others', 'others'), ('others', 'others', 'would'), ('others', 'would', 'unto'), ('would', 'unto', 'fucking'), ('unto', 'fucking', 'mean'), ('fucking', 'mean', 'stupid')]"
user31,b'He is risen.\n\nOops! My bad. He is still asleep.',0,following35,risen bad still asleep,he is risen my bad he is still asleep,"[('risen', 'bad'), ('bad', 'still'), ('still', 'asleep')]","[('risen', 'bad', 'still'), ('bad', 'still', 'asleep')]"
user31,b'The Easter Bunny is a ridiculous myth that completely detracts from the factual reality of the Son of God rising from the dead.',0,following35,easter bunny ridiculous myth completely detracts factual reality son god rising dead,the easter bunny is a ridiculous myth that completely detracts from the factual reality of the son of god rising from the dead,"[('easter', 'bunny'), ('bunny', 'ridiculous'), ('ridiculous', 'myth'), ('myth', 'completely'), ('completely', 'detracts'), ('detracts', 'factual'), ('factual', 'reality'), ('reality', 'son'), ('son', 'god'), ('god', 'rising'), ('rising', 'dead')]","[('easter', 'bunny', 'ridiculous'), ('bunny', 'ridiculous', 'myth'), ('ridiculous', 'myth', 'completely'), ('myth', 'completely', 'detracts'), ('completely', 'detracts', 'factual'), ('detracts', 'factual', 'reality'), ('factual', 'reality', 'son'), ('reality', 'son', 'god'), ('son', 'god', 'rising'), ('god', 'rising', 'dead')]"
user31,"b'No, it\xe2\x80\x99s about co-opting Passover (along with ancient pagan celebrations of the vernal equinox) to help nascent Chr\xe2\x80\xa6 https://t.co/KOgQHVnHG9'",0,following35,coopting passover along ancient pagan celebration vernal equinox help nascent chr,no it about coopting passover along with ancient pagan celebrations of the vernal equinox to help nascent chr,"[('coopting', 'passover'), ('passover', 'along'), ('along', 'ancient'), ('ancient', 'pagan'), ('pagan', 'celebration'), ('celebration', 'vernal'), ('vernal', 'equinox'), ('equinox', 'help'), ('help', 'nascent'), ('nascent', 'chr')]","[('coopting', 'passover', 'along'), ('passover', 'along', 'ancient'), ('along', 'ancient', 'pagan'), ('ancient', 'pagan', 'celebration'), ('pagan', 'celebration', 'vernal'), ('celebration', 'vernal', 'equinox'), ('vernal', 'equinox', 'help'), ('equinox', 'help', 'nascent'), ('help', 'nascent', 'chr')]"
user31,b'My son died for your sins and I\xe2\x80\x99ll never forgive you bastards for that. #GoodFriday',0,following35,son died sin never forgive bastard goodfriday,my son died for your sins and i never forgive you bastards for that goodfriday,"[('son', 'died'), ('died', 'sin'), ('sin', 'never'), ('never', 'forgive'), ('forgive', 'bastard'), ('bastard', 'goodfriday')]","[('son', 'died', 'sin'), ('died', 'sin', 'never'), ('sin', 'never', 'forgive'), ('never', 'forgive', 'bastard'), ('forgive', 'bastard', 'goodfriday')]"
user31,b'A better world is possible but extremely unlikely.',1,following35,better world possible extremely unlikely,a better world is possible but extremely unlikely,"[('better', 'world'), ('world', 'possible'), ('possible', 'extremely'), ('extremely', 'unlikely')]","[('better', 'world', 'possible'), ('world', 'possible', 'extremely'), ('possible', 'extremely', 'unlikely')]"
user31,b'Contrary to what Jesus said there has been absolutely no discussion of pardoning any of you.',0,following35,contrary jesus said absolutely discussion pardoning,contrary to what jesus said there has been absolutely no discussion of pardoning any of you,"[('contrary', 'jesus'), ('jesus', 'said'), ('said', 'absolutely'), ('absolutely', 'discussion'), ('discussion', 'pardoning')]","[('contrary', 'jesus', 'said'), ('jesus', 'said', 'absolutely'), ('said', 'absolutely', 'discussion'), ('absolutely', 'discussion', 'pardoning')]"
user31,b'My favorite word in the English language is \xe2\x80\x9cAmen\xe2\x80\x9d because when I hear it I know you\xe2\x80\x99re finally done asking Me for stupid shit.',0,following35,favorite word english language hear know finally done asking stupid shit,my favorite word in the english language is because when i hear it i know you finally done asking me for stupid shit,"[('favorite', 'word'), ('word', 'english'), ('english', 'language'), ('language', 'hear'), ('hear', 'know'), ('know', 'finally'), ('finally', 'done'), ('done', 'asking'), ('asking', 'stupid'), ('stupid', 'shit')]","[('favorite', 'word', 'english'), ('word', 'english', 'language'), ('english', 'language', 'hear'), ('language', 'hear', 'know'), ('hear', 'know', 'finally'), ('know', 'finally', 'done'), ('finally', 'done', 'asking'), ('done', 'asking', 'stupid'), ('asking', 'stupid', 'shit')]"
user31,b'You can be much less of an asshole than Donald Trump and still be an enormous asshole.',1,following35,much less asshole donald trump still enormous asshole,you can be much less of an asshole than donald trump and still be an enormous asshole,"[('much', 'less'), ('less', 'asshole'), ('asshole', 'donald'), ('donald', 'trump'), ('trump', 'still'), ('still', 'enormous'), ('enormous', 'asshole')]","[('much', 'less', 'asshole'), ('less', 'asshole', 'donald'), ('asshole', 'donald', 'trump'), ('donald', 'trump', 'still'), ('trump', 'still', 'enormous'), ('still', 'enormous', 'asshole')]"
user31,b'I made you in My image and I\xe2\x80\x99m an asshole.',0,following35,made image asshole,i made you in my image and i an asshole,"[('made', 'image'), ('image', 'asshole')]","[('made', 'image', 'asshole')]"
user32,b'You took your oath on the Quran. \n\nDon\xe2\x80\x99t you dare try to pretend like you care about me and other Jewish people.\xe2\x80\xa6 https://t.co/gZzd0Kn4Jd',0,following36,took oath quran dare try pretend like care jewish people,you took your oath on the quran you dare try to pretend like you care about me and other jewish people,"[('took', 'oath'), ('oath', 'quran'), ('quran', 'dare'), ('dare', 'try'), ('try', 'pretend'), ('pretend', 'like'), ('like', 'care'), ('care', 'jewish'), ('jewish', 'people')]","[('took', 'oath', 'quran'), ('oath', 'quran', 'dare'), ('quran', 'dare', 'try'), ('dare', 'try', 'pretend'), ('try', 'pretend', 'like'), ('pretend', 'like', 'care'), ('like', 'care', 'jewish'), ('care', 'jewish', 'people')]"
user32,"b'7 people, including two British tourists were wounded in Paris \xe2\x80\x9cknife attack\xe2\x80\x9d today. \n\nThe terrorist has been arres\xe2\x80\xa6 https://t.co/sbWD1FdLAJ'",3,following36,7 people including two british tourist wounded paris attack today terrorist arres,7 people including two british tourists were wounded in paris attack today terrorist has been arres,"[('7', 'people'), ('people', 'including'), ('including', 'two'), ('two', 'british'), ('british', 'tourist'), ('tourist', 'wounded'), ('wounded', 'paris'), ('paris', 'attack'), ('attack', 'today'), ('today', 'terrorist'), ('terrorist', 'arres')]","[('7', 'people', 'including'), ('people', 'including', 'two'), ('including', 'two', 'british'), ('two', 'british', 'tourist'), ('british', 'tourist', 'wounded'), ('tourist', 'wounded', 'paris'), ('wounded', 'paris', 'attack'), ('paris', 'attack', 'today'), ('attack', 'today', 'terrorist'), ('today', 'terrorist', 'arres')]"
user32,b'RT @BradWar45698269: Vote this idiot GOP congressman OUT for targeting @LauraLoomer who was fighting for conservatives @ jackdorsey shadow\xe2\x80\xa6',1,following36,vote idiot gop congressman targeting fighting conservative jackdorsey shadow,vote this idiot gop congressman out for targeting who was fighting for conservatives jackdorsey shadow,"[('vote', 'idiot'), ('idiot', 'gop'), ('gop', 'congressman'), ('congressman', 'targeting'), ('targeting', 'fighting'), ('fighting', 'conservative'), ('conservative', 'jackdorsey'), ('jackdorsey', 'shadow')]","[('vote', 'idiot', 'gop'), ('idiot', 'gop', 'congressman'), ('gop', 'congressman', 'targeting'), ('congressman', 'targeting', 'fighting'), ('targeting', 'fighting', 'conservative'), ('fighting', 'conservative', 'jackdorsey'), ('conservative', 'jackdorsey', 'shadow')]"
user32,b'RT @seanmdav: Hamas exists to kill Jews and wipe Israel off the face of the earth. It regularly launches terrorist attacks against Jews. It\xe2\x80\xa6',3,following36,hamas exists kill jew wipe israel face earth regularly launch terrorist attack jew,hamas exists to kill jews and wipe israel off the face of the earth it regularly launches terrorist attacks against jews it,"[('hamas', 'exists'), ('exists', 'kill'), ('kill', 'jew'), ('jew', 'wipe'), ('wipe', 'israel'), ('israel', 'face'), ('face', 'earth'), ('earth', 'regularly'), ('regularly', 'launch'), ('launch', 'terrorist'), ('terrorist', 'attack'), ('attack', 'jew')]","[('hamas', 'exists', 'kill'), ('exists', 'kill', 'jew'), ('kill', 'jew', 'wipe'), ('jew', 'wipe', 'israel'), ('wipe', 'israel', 'face'), ('israel', 'face', 'earth'), ('face', 'earth', 'regularly'), ('earth', 'regularly', 'launch'), ('regularly', 'launch', 'terrorist'), ('launch', 'terrorist', 'attack'), ('terrorist', 'attack', 'jew')]"
user32,"b'RT @johncardillo: Hamas, a bonafide terror group, has an active and unrestricted Twitter account. https://t.co/Bl34bNVHUp'",3,following36,hamas bonafide terror group active unrestricted twitter account,hamas a bonafide terror group has an active and unrestricted twitter account,"[('hamas', 'bonafide'), ('bonafide', 'terror'), ('terror', 'group'), ('group', 'active'), ('active', 'unrestricted'), ('unrestricted', 'twitter'), ('twitter', 'account')]","[('hamas', 'bonafide', 'terror'), ('bonafide', 'terror', 'group'), ('terror', 'group', 'active'), ('group', 'active', 'unrestricted'), ('active', 'unrestricted', 'twitter'), ('unrestricted', 'twitter', 'account')]"
user32,"b'Linda Sarsour called for Jihad against @realDonaldTrump, and now she\xe2\x80\x99s openly making Hitler like anti-Jewish remark\xe2\x80\xa6 https://t.co/MPxhhYVW2V'",3,following36,linda sarsour called jihad openly making hitler like antijewish remark,linda sarsour called for jihad against and now she openly making hitler like antijewish remark,"[('linda', 'sarsour'), ('sarsour', 'called'), ('called', 'jihad'), ('jihad', 'openly'), ('openly', 'making'), ('making', 'hitler'), ('hitler', 'like'), ('like', 'antijewish'), ('antijewish', 'remark')]","[('linda', 'sarsour', 'called'), ('sarsour', 'called', 'jihad'), ('called', 'jihad', 'openly'), ('jihad', 'openly', 'making'), ('openly', 'making', 'hitler'), ('making', 'hitler', 'like'), ('hitler', 'like', 'antijewish'), ('like', 'antijewish', 'remark')]"
